Time,UAV0_X,UAV0_Y,UAV0_V,UAV0_Heading,UAV1_X,UAV1_Y,UAV1_V,UAV1_Heading
126.2,34.0334,98.1619,2.00008,4.76663,54.4037,97.1215,2.00004,4.76543
126.3,33.8332,98.1746,2.00004,4.7666,54.2038,97.1342,2.00004,4.76541
126.4,33.6324,98.1881,2.00005,4.76657,54.0038,97.1476,2.00005,4.76539
126.5,33.4358,98.1969,1.99993,4.76653,53.8061,97.1571,1.99997,4.76537
126.6,33.2364,98.2052,1.99996,4.76651,53.6062,97.1647,1.99995,4.76535
126.7,33.0398,98.2108,1.99988,4.76649,53.4081,97.1702,1.9999,4.76534
126.8,32.8403,98.2216,2,4.76649,53.2085,97.1808,2,4.76534
126.9,32.6414,98.2325,1.99999,4.76649,53.0095,97.192,2.00001,4.76533
127,32.4396,98.2449,2.00005,4.76649,52.8084,97.2035,2.00002,4.76533
127.1,32.2392,98.2579,2.00004,4.76648,52.6085,97.2165,2.00004,4.76533
127.2,32.0406,98.269,1.99999,4.76647,52.4097,97.2278,2.00001,4.76532
127.3,31.8413,98.2783,1.99997,4.76646,52.2101,97.2368,1.99997,4.76531
127.4,31.6408,98.2909,2.00004,4.76646,52.01,97.2492,2.00004,4.76531
127.5,31.4408,98.3012,1.99999,4.76645,51.8101,97.259,1.99999,4.7653
127.6,31.2407,98.3158,2.00006,4.76644,51.6106,97.2742,2.00008,4.76529
127.7,31.0415,98.3253,1.99997,4.76642,51.4111,97.2833,1.99997,4.76528
127.8,30.8405,98.3374,2.00004,4.76641,51.2106,97.295,2.00002,4.76527
127.9,30.6392,98.3496,2.00004,4.76639,51.0099,97.3065,2.00002,4.76526
128,30.4385,98.3602,2.00001,4.76637,50.8094,97.3163,1.99999,4.76525
128.1,30.2405,98.3714,1.99999,4.76635,50.611,97.3281,2.00002,4.76524
128.2,30.0417,98.3818,1.99998,4.76634,50.412,97.3386,2,4.76523
128.3,29.8462,98.3877,1.99988,4.76633,50.2147,97.345,1.99991,4.76522
128.4,29.6455,98.4003,2.00004,4.76633,50.0145,97.3574,2.00004,4.76522
128.5,29.4434,98.4141,2.00007,4.76633,49.8134,97.3706,2.00005,4.76521
128.6,29.2441,98.4241,1.99998,4.76631,49.6139,97.3804,1.99998,4.7652
128.7,29.045,98.4363,2.00001,4.7663,49.4149,97.393,2.00003,4.7652
128.8,28.8442,98.4481,2.00003,4.76629,49.2145,97.4043,2.00002,4.76519
128.9,28.643,98.4608,2.00005,4.76628,49.014,97.4167,2.00004,4.76518
129,28.4418,98.4719,2.00002,4.76626,48.8132,97.4269,2,4.76516
129.1,28.2416,98.4853,2.00004,4.76624,48.6134,97.4405,2.00005,4.76515
129.2,28.0407,98.4988,2.00006,4.76621,48.4132,97.454,2.00006,4.76514
129.3,27.8398,98.5096,2.00001,4.76618,48.2126,97.464,1.99999,4.76512
129.4,27.6404,98.5202,1.99999,4.76615,48.0132,97.4745,2,4.7651
129.5,27.4388,98.5335,2.00006,4.76612,47.8124,97.4875,2.00005,4.76508
129.6,27.2397,98.5463,2.00002,4.76609,47.6133,97.5008,2.00005,4.76506
129.7,27.0413,98.5552,1.99996,4.76605,47.4144,97.5096,1.99997,4.76504
129.8,26.8424,98.5647,1.99997,4.76602,47.2151,97.5188,1.99997,4.76502
129.9,26.6404,98.5769,2.00005,4.766,47.0139,97.5302,2.00002,4.76501
130,26.4395,98.5894,2.00004,4.76597,46.8136,97.5425,2.00003,4.765
130.1,26.24,98.5995,1.99999,4.76595,46.614,97.5524,1.99999,4.76498
130.2,26.0419,98.6097,1.99997,4.76592,46.4153,97.5629,1.99999,4.76497
130.3,25.8406,98.6228,2.00005,4.7659,46.2148,97.5757,2.00005,4.76496
130.4,25.6388,98.6346,2.00004,4.76588,46.0137,97.5868,2.00002,4.76494
130.5,25.4378,98.6468,2.00004,4.76585,45.8132,97.5986,2.00003,4.76492
130.6,25.2369,98.6572,2.00001,4.76582,45.6126,97.6082,1.99999,4.76491
130.7,25.0364,98.6679,2.00001,4.76579,45.4124,97.6184,2,4.76489
130.8,24.836,98.6784,2.00001,4.76577,45.2121,97.6284,1.99999,4.76488
130.9,24.6336,98.6913,2.00006,4.76574,45.0108,97.6406,2.00004,4.76487
131,24.4365,98.6981,1.99991,4.76572,44.8125,97.6472,1.99992,4.76486
131.1,24.2373,98.7088,2,4.76571,44.6131,97.6581,2,4.76486
131.2,24.0392,98.7174,1.99995,4.7657,44.4144,97.6665,1.99996,4.76486
131.3,23.8416,98.7247,1.99993,4.7657,44.2158,97.6736,1.99993,4.76486
131.4,23.6435,98.7333,1.99995,4.76571,44.0171,97.6823,1.99996,4.76487
131.5,23.4442,98.744,2,4.76573,43.8176,97.6929,2,4.76488
131.6,23.2409,98.7574,2.00008,4.76575,43.6157,97.7054,2.00005,4.76489
131.7,23.0415,98.7691,2.00001,4.76575,43.4163,97.7173,2.00002,4.7649
131.8,22.8408,98.7808,2.00003,4.76575,43.216,97.7287,2.00002,4.7649
131.9,22.6421,98.7913,1.99999,4.76575,43.0169,97.7394,2,4.7649
132,22.4421,98.8016,2,4.76575,42.817,97.7494,1.99999,4.7649
132.1,22.242,98.8126,2.00001,4.76575,42.6171,97.7601,2.00001,4.7649
132.2,22.0413,98.8235,2.00002,4.76574,42.4167,97.7705,2,4.7649
132.3,21.843,98.8321,1.99995,4.76574,42.2178,97.779,1.99996,4.7649
132.4,21.6442,98.8423,1.99998,4.76575,42.0187,97.7892,1.99999,4.76491
132.5,21.4451,98.8515,1.99997,4.76576,41.8193,97.7981,1.99997,4.76491
132.6,21.2444,98.8647,2.00005,4.76577,41.619,97.8114,2.00005,4.76492
132.7,21.043,98.878,2.00006,4.76577,41.4184,97.8246,2.00005,4.76492
132.8,20.8433,98.8879,1.99999,4.76576,41.2186,97.8341,1.99998,4.76491
132.9,20.6447,98.8972,1.99997,4.76575,41.0196,97.8432,1.99997,4.76491
133,20.4456,98.9078,1.99999,4.76575,40.8203,97.8539,2,4.76491
133.1,20.2442,98.9195,2.00004,4.76575,40.6195,97.865,2.00002,4.76491
133.2,20.0439,98.9294,2,4.76575,40.4193,97.8743,1.99998,4.76491
133.3,19.8454,98.9391,1.99997,4.76575,40.2204,97.884,1.99998,4.76491
133.4,19.6457,98.9502,2.00001,4.76575,40.0207,97.8951,2.00001,4.76492
133.5,19.4455,98.961,2.00001,4.76576,39.8207,97.9056,2,4.76492
133.6,19.2448,98.9709,2,4.76576,39.6203,97.9148,1.99998,4.76492
133.7,19.0446,98.983,2.00002,4.76576,39.4203,97.9268,2.00003,4.76493
133.8,18.8444,98.9933,2,4.76576,39.2203,97.9368,1.99999,4.76493
133.9,18.6484,99.0023,1.99993,4.76576,39.0229,97.9465,1.99997,4.76493
134,18.4461,99.0161,2.00007,4.76577,38.8217,97.96,2.00006,4.76493
134.1,18.2453,99.0291,2.00004,4.76576,38.6214,97.973,2.00005,4.76493
134.2,18.0445,99.039,2,4.76574,38.4208,97.9821,1.99998,4.76492
134.3,17.8452,99.0505,2.00001,4.76572,38.2215,97.9938,2.00002,4.76491
134.4,17.6439,99.0618,2.00003,4.76571,38.0208,98.0046,2.00001,4.7649
134.5,17.4435,99.0733,2.00002,4.76569,37.8206,98.0158,2.00001,4.7649
134.6,17.2441,99.0833,1.99999,4.76566,37.6211,98.0256,1.99999,4.76489
134.7,17.0471,99.0917,1.99994,4.76565,37.4231,98.0342,1.99996,4.76488
134.8,16.8478,99.1009,1.99997,4.76565,37.2236,98.043,1.99997,4.76488
134.9,16.6479,99.1102,1.99999,4.76565,37.0236,98.0518,1.99997,4.76488
135,16.45,99.1177,1.99993,4.76566,36.825,98.0589,1.99994,4.76489
135.1,16.2506,99.1268,1.99997,4.7657,36.6255,98.0676,1.99997,4.76491
135.2,16.0509,99.1353,1.99997,4.76573,36.4256,98.0754,1.99996,4.76493
135.3,15.8527,99.1432,1.99994,4.76578,36.2268,98.0829,1.99994,4.76495
135.4,15.6514,99.1561,2.00005,4.76584,36.0261,98.0956,2.00004,4.76498
135.5,15.4524,99.166,1.99998,4.76588,35.8269,98.1055,1.99999,4.765
135.6,15.2527,99.1767,2,4.76593,35.6271,98.116,2,4.76503
135.7,15.0533,99.1866,1.99998,4.76596,35.4276,98.1256,1.99998,4.76504
135.8,14.8549,99.1961,1.99997,4.76601,35.2287,98.1351,1.99998,4.76506
135.9,14.6549,99.2072,2.00001,4.76605,35.0288,98.146,2.00001,4.76509
136,14.4568,99.2175,1.99997,4.76609,34.8302,98.1565,1.99999,4.7651
136.1,14.2596,99.228,1.99996,4.76613,34.6321,98.1676,2,4.76512
136.2,14.0588,99.2391,2.00002,4.76616,34.4317,98.1782,2.00001,4.76513
136.3,13.8591,99.249,1.99999,4.76619,34.232,98.1877,1.99998,4.76515
136.4,13.6578,99.2624,2.00005,4.76622,34.0313,98.2009,2.00005,4.76516
136.5,13.4559,99.2763,2.00007,4.76624,33.8303,98.2148,2.00006,4.76516
136.6,13.2546,99.2894,2.00005,4.76622,33.6296,98.2277,2.00005,4.76516
136.7,13.0538,99.2996,2.00001,4.7662,33.4292,98.2372,1.99999,4.76515
136.8,12.8551,99.3106,1.99999,4.76618,33.2301,98.2483,2,4.76514
136.9,12.6553,99.32,1.99999,4.76616,33.0303,98.2572,1.99997,4.76513
137,12.4538,99.333,2.00005,4.76615,32.8295,98.27,2.00005,4.76513
137.1,12.2564,99.3409,1.99993,4.76612,32.6312,98.2776,1.99994,4.76512
137.2,12.0571,99.3519,2,4.76612,32.4318,98.2886,2.00001,4.76512
137.3,11.8535,99.3674,2.00011,4.76612,32.2296,98.3039,2.0001,4.76512
137.4,11.6534,99.3804,2.00003,4.76608,32.0297,98.3171,2.00005,4.7651
137.5,11.4556,99.388,1.99994,4.76602,31.8312,98.3244,1.99994,4.76508
137.6,11.2564,99.3981,1.99999,4.76599,31.6318,98.3343,1.99999,4.76507
137.7,11.056,99.4084,2,4.76598,31.4316,98.3441,1.99999,4.76506
137.8,10.8549,99.4218,2.00005,4.76596,31.231,98.3575,2.00005,4.76506
137.9,10.6599,99.4294,1.9999,4.76593,31.0344,98.3657,1.99994,4.76505
138,10.4594,99.4416,2.00003,4.76592,30.8341,98.3778,2.00003,4.76504
138.1,10.26,99.451,1.99998,4.7659,30.6346,98.3867,1.99997,4.76503
138.2,10.0627,99.4594,1.99994,4.7659,30.4365,98.3951,1.99995,4.76503
138.3,9.86378,99.4697,1.99999,4.76591,30.2373,98.4054,1.99999,4.76503
138.4,9.66717,99.4771,1.99992,4.71591,30.0396,98.4128,1.99993,4.76504
138.5,9.46824,99.4791,2,4.66591,29.8405,98.4252,2.00002,4.76505
138.6,9.27198,99.4655,1.9999,4.61591,29.6431,98.4314,1.99991,4.76506
138.7,9.07386,99.4441,1.99996,4.56591,29.444,98.4396,1.99996,4.76508
138.8,8.87614,99.4156,2.00001,4.51591,29.2444,98.4509,2.00001,4.7651
138.9,8.68145,99.3747,1.99996,4.46591,29.0456,98.4597,1.99996,4.76512
139,8.48243,99.3293,2.00011,4.41591,28.8427,98.4729,2.00007,4.76515
139.1,8.2877,99.2734,2.00008,4.36591,28.6407,98.4856,2.00005,4.76516
139.2,8.10002,99.205,1.99999,4.31591,28.4413,98.4957,1.99999,4.76517
139.3,7.91522,99.1281,2.00001,4.26591,28.2414,98.5066,2.00001,4.76517
139.4,7.73225,99.0432,2.00005,4.21591,28.04,98.5182,2.00003,4.76518
139.5,7.55712,98.9471,1.99998,4.16591,27.8408,98.5278,1.99998,4.76518
139.6,7.38769,98.8418,1.99996,4.11591,27.642,98.5371,1.99997,4.76518
139.7,7.22048,98.7304,2.00003,4.06591,27.4412,98.5483,2.00002,4.76519
139.8,7.06002,98.6092,2,4.01591,27.241,98.5577,1.99999,4.7652
139.9,6.90405,98.4838,2.00007,3.96591,27.0396,98.5712,2.00006,4.76521
140,6.7571,98.349,2.00001,3.91591,26.8397,98.583,2.00002,4.7652
140.1,6.61793,98.2051,1.99998,3.86591,26.6405,98.5926,1.99998,4.7652
140.2,6.48116,98.0581,2.00009,3.81591,26.438,98.6056,2.00006,4.76519
140.3,6.35589,97.9022,2.00001,3.76591,26.238,98.6165,2.00001,4.76518
140.4,6.23688,97.7395,2.00002,3.71591,26.037,98.6258,1.99999,4.76517
140.5,6.1292,97.571,1.99998,3.66591,25.8379,98.6359,1.99999,4.76517
140.6,6.02903,97.3989,2.00001,3.61975,25.6381,98.6477,2.00002,4.76516
140.7,5.93832,97.2211,1.99998,3.57812,25.4393,98.6583,1.99999,4.76516
140.8,5.85374,97.039,1.99999,3.54057,25.2396,98.6678,1.99998,4.76515
140.9,5.77955,96.8517,1.99992,3.5067,25.0423,98.6753,1.99993,4.76515
141,5.70847,96.6635,1.99998,3.47615,24.8428,98.6842,1.99997,4.76515
141.1,5.6446,96.4744,1.99997,3.44859,24.6443,98.6949,1.99999,4.76517
141.2,5.58698,96.2817,1.99994,3.42373,24.4465,98.7034,1.99995,4.76518
141.3,5.53386,96.0875,1.99994,3.40132,24.2486,98.7119,1.99995,4.7652
141.4,5.48181,95.8946,2.00001,3.3811,24.0484,98.7227,2.00001,4.76523
141.5,5.43534,95.6998,1.99998,3.36286,23.8494,98.7329,1.99999,4.76525
141.6,5.3895,95.5056,2.00004,3.3464,23.6483,98.7442,2.00002,4.76527
141.7,5.35009,95.3072,1.99995,3.33156,23.4496,98.7517,1.99995,4.76529
141.8,5.31238,95.1098,1.99999,3.31817,23.2501,98.761,1.99998,4.76532
141.9,5.27604,94.913,2.00002,3.30609,23.0496,98.7714,2,4.76535
142,5.24248,94.7165,2.00002,3.2952,22.8493,98.7829,2.00002,4.76538
142.1,5.21081,94.518,2,3.28536,22.6489,98.792,1.99998,4.7654
142.2,5.18124,94.3208,2.00002,3.27649,22.4486,98.8034,2.00002,4.76543
142.3,5.15282,94.1243,2.00004,3.26849,22.2477,98.8159,2.00004,4.76545
142.4,5.13139,93.924,1.99992,3.26127,22.0507,98.8248,1.99995,4.76546
142.5,5.107,93.7254,2.00001,3.25476,21.8507,98.8352,2,4.76548
142.6,5.08669,93.5241,1.99994,3.24889,21.6528,98.8429,1.99994,4.76549
142.7,5.06637,93.3267,2,3.24359,21.4536,98.8556,2.00002,4.76552
142.8,5.04687,93.1279,1.99999,3.23882,21.2545,98.8667,2,4.76554
142.9,5.02707,92.9314,2.00003,3.23451,21.0542,98.8806,2.00005,4.76555
143,5.00843,92.7333,2.00001,3.23062,20.8543,98.8926,2.00002,4.76555
143.1,4.99037,92.5333,2,3.22711,20.6545,98.9022,1.99999,4.76554
143.2,4.97339,92.3335,1.99999,3.22395,20.455,98.912,1.99999,4.76553
143.3,4.95733,92.1343,2,3.22109,20.2555,98.9229,2,4.76553
143.4,4.94105,91.9349,2.00001,3.21852,20.0555,98.9334,2,4.76553
143.5,4.92747,91.7345,1.99996,3.2162,19.8572,98.943,1.99997,4.76553
143.6,4.91079,91.535,2.00003,3.2141,19.6563,98.9532,2.00001,4.76553
143.7,4.89483,91.3355,2.00002,3.21221,19.4556,98.9636,2.00001,4.76554
143.8,4.88009,91.1365,2.00001,3.2105,19.2554,98.9747,2.00001,4.76555
143.9,4.86794,90.9362,1.99997,3.20896,19.0569,98.9846,1.99998,4.76555
144,4.85673,90.7336,1.99994,3.20757,18.8592,98.9914,1.99992,4.76556
144.1,4.84241,90.5356,2.00003,3.20632,18.6585,99.0039,2.00004,4.76558
144.2,4.82877,90.3373,2.00002,3.20519,18.4581,99.0163,2.00003,4.7656
144.3,4.81296,90.1395,2.00006,3.20417,18.256,99.0289,2.00005,4.7656
144.4,4.79692,89.9415,2.00007,3.20325,18.0536,99.0413,2.00005,4.76559
144.5,4.78428,89.7441,2.00003,3.20241,17.8533,99.0549,2.00005,4.76558
144.6,4.77447,89.543,1.99995,3.20166,17.6554,99.0639,1.99996,4.76555
144.7,4.76168,89.3428,2.00001,3.20098,17.4553,99.0735,1.99999,4.76553
144.8,4.75125,89.1431,1.99998,3.20036,17.2566,99.0844,1.99999,4.76552
144.9,4.74013,88.9441,2,3.19981,17.0572,99.0959,2.00001,4.76551
145,4.72885,88.7431,1.99998,3.19931,16.858,99.1047,1.99997,4.76549
145.1,4.71871,88.5438,1.99998,3.19886,16.6592,99.116,2,4.76549
145.2,4.70879,88.3423,1.99996,3.19846,16.461,99.1242,1.99995,4.76548
145.3,4.69753,88.1416,1.99999,3.1981,16.2615,99.1334,1.99998,4.76548
145.4,4.68638,87.9411,1.99999,3.19777,16.0621,99.1429,1.99998,4.7655
145.5,4.67483,87.7419,2.00001,3.19748,15.8621,99.1541,2.00001,4.76552
145.6,4.66452,87.5418,1.99998,3.19721,15.6631,99.1642,1.99999,4.76553
145.7,4.65384,87.3418,1.99999,3.19698,15.4638,99.1744,1.99999,4.76555
145.8,4.64395,87.1413,1.99997,3.19676,15.2651,99.184,1.99997,4.76557
145.9,4.63461,86.9403,1.99996,3.19657,15.0669,99.193,1.99996,4.76559
146,4.62214,86.7407,2.00002,3.1964,14.8661,99.2036,2.00001,4.76562
146.1,4.61181,86.5402,1.99998,3.19624,14.667,99.2131,1.99998,4.76565
146.2,4.60092,86.3404,2,3.1961,14.4674,99.2236,2,4.76568
146.3,4.58746,86.1425,2.00006,3.19597,14.2654,99.2366,2.00006,4.76572
146.4,4.57567,85.9433,2.00002,3.19585,14.0649,99.2479,2.00002,4.76573
146.5,4.56236,85.745,2.00005,3.19575,13.863,99.2605,2.00005,4.76574
146.6,4.55048,85.5471,2.00003,3.19565,13.6621,99.2736,2.00005,4.76573
146.7,4.54165,85.346,1.99996,3.19556,13.4642,99.2825,1.99996,4.76571
146.8,4.53181,85.1455,1.99998,3.19548,13.2654,99.2921,1.99998,4.7657
146.9,4.5193,84.9466,2.00003,3.19541,13.0642,99.3037,2.00003,4.7657
147,4.50919,84.7459,1.99998,3.19534,12.8653,99.313,1.99997,4.76569
147.1,4.49796,84.5469,2.00001,3.19528,12.665,99.3247,2.00002,4.7657
147.2,4.48711,84.3468,2,3.19523,12.4653,99.3348,1.99999,4.76569
147.3,4.47669,84.1468,1.99999,3.19518,12.2659,99.345,1.99999,4.7657
147.4,4.46727,83.9461,1.99997,3.19513,12.0675,99.3543,1.99997,4.7657
147.5,4.45696,83.7469,2,3.1951,11.8679,99.3657,2.00001,4.76571
147.6,4.4457,83.5484,2.00002,3.19506,11.6674,99.3781,2.00003,4.76572
147.7,4.43557,83.3493,2,3.19503,11.468,99.3896,2.00001,4.76571
147.8,4.42286,83.1509,2.00004,3.19501,11.2663,99.4022,2.00005,4.7657
147.9,4.40987,82.9518,2.00004,3.19498,11.0647,99.4137,2.00003,4.76567
148,4.39943,82.752,2,3.19495,10.8652,99.4242,2,4.76563
148.1,4.38839,82.5525,2.00001,3.19493,10.6651,99.4352,2.00001,4.7656
148.2,4.37735,82.3537,2.00001,3.1949,10.4649,99.4472,2.00002,4.76557
148.3,4.36681,82.1543,2,3.19488,10.2651,99.4583,2.00001,4.76553
148.4,4.35749,81.955,1.99998,3.19486,10.0663,99.4695,2,4.76549
148.5,4.34704,81.7558,2,3.19485,9.86659,99.4809,2.00001,4.76544
148.6,4.33658,81.5551,1.99999,3.19484,9.66739,99.49,1.99997,4.71544
148.7,4.32529,81.3556,2.00001,3.19482,9.46681,99.491,2.00001,4.66544
148.8,4.31657,81.1558,1.99997,3.19481,9.26858,99.4814,1.99998,4.61544
148.9,4.30609,80.9559,2,3.1948,9.06971,99.4618,2,4.56544
149,4.29489,80.7575,2.00002,3.1948,8.87097,99.4345,2.00004,4.51544
149.1,4.28378,80.5584,2.00001,3.19479,8.67429,99.3962,2.00002,4.46544
149.2,4.27082,80.3603,2.00005,3.19478,8.47793,99.3499,2.00006,4.41544
149.3,4.25962,80.1623,2.00002,3.19477,8.28561,99.2939,2.00004,4.36544
149.4,4.2498,79.9622,1.99998,3.19476,8.09831,99.2254,1.99998,4.31544
149.5,4.23904,79.7626,2,3.19476,7.91374,99.1482,2,4.26544
149.6,4.22685,79.5635,2.00003,3.19475,7.73193,99.0627,2.00003,4.21544
149.7,4.21685,79.3637,1.99999,3.19474,7.55669,98.9672,1.99999,4.16544
149.8,4.20533,79.1641,2.00002,3.19474,7.38513,98.8633,2.00001,4.11544
149.9,4.19479,78.9654,2.00001,3.19473,7.21938,98.7525,2.00002,4.06544
150,4.18353,78.7666,2.00002,3.19472,7.05898,98.6333,2.00003,4.01544
150.1,4.17326,78.5663,1.99999,3.19472,6.90611,98.5041,1.99998,3.96544
150.2,4.16181,78.3665,2.00001,3.19471,6.75875,98.3681,2.00001,3.91544
150.3,4.14844,78.1689,2.00006,3.1947,6.61594,98.2283,2.00008,3.86544
150.4,4.13873,77.9681,1.99998,3.19469,6.48466,98.0768,1.99997,3.81544
150.5,4.12816,77.7688,2,3.19469,6.35974,97.9212,2.00001,3.76544
150.6,4.11635,77.5696,2.00002,3.19468,6.24176,97.7596,2.00002,3.71544
150.7,4.10514,77.3703,2.00001,3.19467,6.13254,97.5923,2.00002,3.66544
150.8,4.09492,77.1716,2,3.19467,6.03242,97.4206,2.00002,3.61934
150.9,4.08675,76.9714,1.99996,3.19466,5.9427,97.2421,1.99996,3.57775
151,4.07519,76.7725,2.00002,3.19466,5.85709,97.0622,2.00003,3.54023
151.1,4.06415,76.5735,2.00001,3.19465,5.77885,96.8789,2.00002,3.5064
151.2,4.05182,76.3753,2.00004,3.19465,5.70547,96.6944,2.00005,3.47587
151.3,4.04311,76.1745,1.99996,3.19465,5.6419,96.5037,1.99995,3.44834
151.4,4.03261,75.9745,2,3.19464,5.58175,96.3126,1.99999,3.4235
151.5,4.0208,75.7744,2.00002,3.19464,5.52526,96.1201,2.00001,3.4011
151.6,4.01085,75.5749,1.99999,3.19464,5.47442,95.927,2,3.38089
151.7,4.00116,75.3761,1.99999,3.19464,5.42742,95.734,2.00001,3.36266
151.8,3.99127,75.1767,1.99999,3.19463,5.38408,95.5392,2,3.34622
151.9,3.98141,74.9777,1.99999,3.19463,5.34381,95.3443,2.00001,3.33139
152,3.97024,74.7793,2.00002,3.19464,5.30509,95.1498,2.00004,3.31801
152.1,3.96157,74.5797,1.99997,3.19464,5.27159,94.9529,1.99998,3.30593
152.2,3.95028,74.3799,2.00001,3.19464,5.23835,94.7555,2.00001,3.29505
152.3,3.93869,74.1799,2.00002,3.19464,5.20707,94.5576,2.00001,3.28522
152.4,3.92473,73.9811,2.00006,3.19464,5.17527,94.3613,2.00006,3.27636
152.5,3.91443,73.781,1.99999,3.19463,5.14884,94.1625,1.99999,3.26836
152.6,3.90385,73.5816,2,3.19463,5.12343,93.9646,2.00001,3.26115
152.7,3.89351,73.3819,2,3.19463,5.09983,93.766,2,3.25464
152.8,3.88313,73.1824,2,3.19462,5.07742,93.5675,2,3.24877
152.9,3.87379,72.9824,1.99998,3.19462,5.05724,93.3681,1.99998,3.24347
153,3.86217,72.7824,2.00002,3.19462,5.03617,93.1688,2.00001,3.2387
153.1,3.8522,72.5827,1.99999,3.19462,5.0173,92.9698,1.99999,3.23439
153.2,3.83994,72.3848,2.00004,3.19462,4.99663,92.7734,2.00006,3.2305
153.3,3.8283,72.1846,2.00001,3.19462,4.97823,92.5736,2,3.22699
153.4,3.81778,71.9833,1.99999,3.19461,4.96189,92.3721,1.99997,3.22382
153.5,3.8055,71.7844,2.00003,3.19461,4.94371,92.1741,2.00004,3.22096
153.6,3.79591,71.5842,1.99998,3.19461,4.92896,91.9739,1.99998,3.21839
153.7,3.78538,71.3837,1.99999,3.1946,4.91402,91.7733,1.99998,3.21606
153.8,3.77646,71.1845,1.99997,3.1946,4.90039,91.5744,1.99999,3.21396
153.9,3.7655,70.9839,2,3.1946,4.88598,91.3737,1.99999,3.21207
154,3.75803,70.7839,1.99994,3.1946,4.87474,91.1734,1.99995,3.21037
154.1,3.7462,70.5839,2.00002,3.1946,4.86006,90.9737,2.00001,3.20883
154.2,3.73463,70.386,2.00003,3.1946,4.84507,90.7768,2.00005,3.20744
154.3,3.72436,70.1867,2,3.1946,4.83204,90.5777,2,3.20619
154.4,3.71395,69.9868,2,3.1946,4.81939,90.3778,1.99999,3.20506
154.5,3.70462,69.7859,1.99997,3.1946,4.8083,90.1764,1.99996,3.20404
154.6,3.69349,69.5864,2.00001,3.19461,4.7953,89.9771,2.00001,3.20312
154.7,3.68415,69.3868,1.99998,3.19461,4.78406,89.7776,1.99999,3.2023
154.8,3.6733,69.1882,2.00001,3.19461,4.77128,89.5795,2.00003,3.20155
154.9,3.66055,68.9896,2.00004,3.19461,4.75699,89.3817,2.00005,3.20087
155,3.64917,68.7902,2.00002,3.19461,4.74435,89.1826,2.00002,3.20026
155.1,3.63781,68.5913,2.00002,3.19461,4.73167,88.9841,2.00003,3.19971
155.2,3.62644,68.3915,2.00001,3.19461,4.71945,88.7844,2.00001,3.19921
155.3,3.61609,68.1926,2,3.1946,4.70785,88.5857,2.00001,3.19876
155.4,3.60595,67.9922,1.99999,3.1946,4.69711,88.3851,1.99998,3.19835
155.5,3.59619,67.7918,1.99998,3.1946,4.68679,88.1844,1.99997,3.19799
155.6,3.58783,67.5923,1.99996,3.1946,4.6774,87.9847,1.99997,3.19766
155.7,3.5773,67.3929,2,3.1946,4.66616,87.7854,2,3.19736
155.8,3.56588,67.1947,2.00002,3.1946,4.6537,87.5879,2.00004,3.1971
155.9,3.5544,66.9957,2.00002,3.1946,4.64156,87.3892,2.00003,3.19685
156,3.54465,66.796,1.99999,3.1946,4.63125,87.1895,1.99999,3.19663
156.1,3.5335,66.5956,2.00001,3.1946,4.62008,86.9889,1.99999,3.19644
156.2,3.52384,66.3955,1.99998,3.1946,4.61012,86.7885,1.99998,3.19626
156.3,3.51401,66.1947,1.99998,3.1946,4.60032,86.5873,1.99997,3.1961
156.4,3.50287,65.9937,2,3.19461,4.58951,86.3859,1.99998,3.19596
156.5,3.49113,65.796,2.00003,3.19461,4.57684,86.189,2.00006,3.19583
156.6,3.48213,65.596,1.99997,3.19461,4.56755,85.9887,1.99997,3.19571
156.7,3.47139,65.3959,2,3.19461,4.55676,85.7885,2,3.1956
156.8,3.46013,65.1967,2.00001,3.19461,4.54521,85.5895,2.00002,3.19551
156.9,3.45039,64.9961,1.99998,3.19461,4.53556,85.3886,1.99997,3.19542
157,3.43867,64.7967,2.00002,3.19461,4.52372,85.1894,2.00002,3.19535
157.1,3.42889,64.5973,1.99999,3.19461,4.51358,84.99,1.99999,3.19528
157.2,3.41887,64.3985,1.99999,3.19461,4.503,84.7914,2.00001,3.19521
157.3,3.40707,64.2001,2.00003,3.19462,4.49074,84.5936,2.00004,3.19516
157.4,3.39719,64.0006,1.99999,3.19462,4.4806,84.394,1.99999,3.1951
157.5,3.387,63.8009,1.99999,3.19462,4.47026,84.1943,2,3.19506
157.6,3.37639,63.5995,1.99999,3.19462,4.46027,83.9924,1.99997,3.19502
157.7,3.3673,63.3995,1.99997,3.19462,4.45108,83.792,1.99997,3.19498
157.8,3.35749,63.2007,1.99999,3.19462,4.44078,83.5933,2,3.19495
157.9,3.34629,63.0006,2.00001,3.19463,4.42976,83.3932,2,3.19492
158,3.33428,62.8012,2.00003,3.19463,4.41773,83.1941,2.00003,3.19489
158.1,3.32395,62.6013,1.99999,3.19463,4.40741,82.9941,1.99999,3.19487
158.2,3.31374,62.4013,1.99999,3.19463,4.39726,82.7939,1.99999,3.19485
158.3,3.30341,62.202,2,3.19463,4.38671,82.5947,2,3.19483
158.4,3.29226,62.0025,2.00001,3.19463,4.3755,82.3954,2.00001,3.19481
158.5,3.28175,61.8018,2,3.19464,4.36535,82.1944,1.99998,3.19479
158.6,3.2724,61.6033,1.99998,3.19464,4.35541,81.9959,2,3.19478
158.7,3.26233,61.4035,1.99999,3.19464,4.34531,81.796,1.99999,3.19477
